accessories,accommodation,alcohol,audio_equipment,beverages,books,cameras,car_rentals,clothing,coffee_shops,dairy_products,desktops,electronics,fast_food,food_delivery,fruits,groceries,gym_memberships,jewelry,laptops,magazines,meat,movies,music,outdoor_activities,public_transportation,restaurant_meals,seafood,shoes,smartphones,snacks,software,sports_equipment,streaming_services,tablets,travel,vegetables,video_games,watches,income
5.45,83.42,43.34,53.19,64.48,41.33,35.81,62.7,6.82,42.43,107.3,35.36,89.41,87.35,64.72,86.24,127.46,61.77,3.86,53.39,40.38,108.95,62.08,62.86,61.52,61.89,85.91,84.71,5.14,70.33,64.66,33.96,42.95,82.62,53.32,83.46,84.55,70.43,4.25,494.56
22.8,64.02,24.66,142.17,38.12,32.87,96.3,49.37,38.67,27.8,64.16,95.52,238.38,51.27,38.77,51.37,77.07,47.37,16.48,145.11,32.56,63.31,47.91,49.07,49.16,48.58,53.57,52.16,31.69,191.23,38.94,95.39,32.27,64.46,143.45,65.85,50.68,191.11,15.93,1095.66
-1.3,23.62,22.75,98.69,34.57,12.76,66.51,17.61,-1.11,21.88,59.89,67.26,161.9,47.45,34.8,46.57,73.43,16.96,-1.93,97.12,11.81,57.63,16.39,17.62,18.19,15.87,47.86,48.51,-2.21,129.23,35.65,66.03,11.86,24.07,97.19,26.2,47.41,129.83,-3.09,698.31
42.43,22.58,18.17,3.91,25.72,11.59,3.8,17.77,67.07,16.55,40.74,4.68,8.29,34.65,25.89,34.96,51.63,16.61,28.05,4.56,13.1,41.59,16.43,17.13,16.91,16.65,33.59,33,55.84,7.48,24.76,4.29,11.59,23.61,6.54,22.72,34.4,6.76,27.96,157.92
17.71,94.7,20.56,111.23,32.33,48.95,73.72,73.01,32.6,20.3,52.88,73.21,182.84,41.35,31.48,42.71,64.31,71.49,14.23,108.35,47.95,53.46,72.74,71.99,71.94,70.16,42.19,42.8,26.83,147.48,32.04,72.21,48.99,95.42,108.48,94.67,42.69,148.04,14.06,890.69
25.83,88.37,49.83,27.41,73.73,45.14,17.76,65.6,43.58,50.29,125.07,17.45,42.87,97.6,72.55,97.88,147.56,65.25,16.74,27.27,43.67,122.83,66.61,67.36,65.21,64.24,99.1,99.57,33.08,35.21,73.61,17.38,42.46,89.48,26.58,88.31,98.12,33.02,15.69,364.77
16.76,2.53,18.04,135.63,23.35,1.83,89.29,4.13,28.57,15.29,39.05,92.38,227.33,32.66,23.04,32.08,48.25,1.78,11.52,138.55,0.8,39.59,2.06,3.07,1.35,1.36,31.64,30.46,21.86,181.77,25.04,90.01,0.75,2.13,135.04,3.69,30.87,182.37,10.62,962.95
8.88,55.7,50.87,118.93,77.32,26.9,79.32,41.23,16.57,51.3,126.94,78.81,200.41,102.79,78.38,103.31,154.25,40.46,7.85,118.39,28.05,126.51,40.32,41.74,40.79,38.88,102.27,101.59,13.73,158.8,76.38,79.74,28.23,53.87,119.07,55.9,103.03,158.24,6.66,926.35
17.34,62.52,42.37,84.23,65.1,31.16,55.99,46.99,26.67,44.58,109.83,55.05,140.39,86.62,64.16,85,130.37,48.28,11.6,83.4,32.27,107.84,47.34,46.7,46.6,47.68,84.45,86.77,22.08,114.22,63.42,57.05,30.8,63.4,82.52,61.79,86.35,111.2,12.94,697
43.74,84.09,12.34,80.51,15.3,42.24,55.36,62.92,71.53,10.72,25.96,53.14,136.85,24,16.07,22.57,34.11,62.13,28.02,83.94,41.89,27.81,63.18,62.75,64.21,64.17,22.49,20.26,57.09,109.77,16.87,54.37,40,81.52,81.8,83.11,23.58,109.63,28.27,729.03
2.4,90.99,18.34,72.48,25.36,45.55,48.23,67.76,1.86,17.49,43.24,49.19,123.73,33.95,26.31,34.78,52.55,66.96,2.67,73.78,44.13,45.11,68.08,65.49,68.09,68.35,34.9,35.86,1.36,96,27.29,49.39,45.14,89.45,74.26,90.71,35.72,97.28,1.54,599.58
20.91,55.49,28.37,56.68,42.39,27.2,38.84,42.7,35.85,27.61,71.92,38.25,94.34,60.11,42.63,58.3,87.29,43.97,12.42,57.56,26.85,72.13,41.58,41.62,41.17,42.15,57.75,57.54,29.09,74.51,42.74,38.91,27.57,55.98,58.86,55.66,57.93,76.04,13.69,506.33
43.47,37.84,60.66,90.39,91.22,18.02,63.33,29.28,71.98,61.24,150.3,60.14,149.34,120.78,88.61,119.87,181.57,26.45,28.58,88.27,18.53,150.02,28.01,28.57,28.41,27.78,120.17,119.49,58.11,118.03,93.97,62.05,19.73,37.37,90.56,36.05,118.88,121.5,28.56,788.32
31.95,22.97,37.05,114.54,57.87,10.79,75.54,18.02,53.5,35.72,94.17,75.5,190.59,73.91,56.48,75.06,112.9,17.51,21.38,113.85,12.03,95.5,18.81,18.25,17.11,18.65,72.95,75.27,44.7,153.29,57.05,76.34,12.7,23.24,116.12,24.94,73.48,153.58,21.9,891.51
33.45,9.54,43.04,70.17,63.97,2.64,47.11,7.16,53.22,41.83,107.62,46.86,114.4,86.41,64.44,85.96,129.19,5.45,21.4,70.92,5.5,106.2,6.94,7.07,6.63,6.78,85.06,87.28,43.48,94.73,64.28,48.61,5.28,9.2,70.68,7.89,86.06,94.15,21.69,583.17
3.92,83.46,24.46,100.2,35.98,43.06,64.76,62.15,9.79,23,60.19,67.5,168.47,48.05,35.08,48.67,70.1,61.77,3.84,101.33,42.62,58.32,62.17,60.78,60.09,62.48,47.04,48.05,7.6,136.33,35.33,66.98,40.77,82.55,100.32,83.2,47.66,134.95,3.9,787.02
13.33,60.86,15.72,64.23,23.18,29.43,41.43,45.17,22.7,14.1,38.07,43.44,106.56,31.47,25.7,32.01,49.95,44.97,7.87,64.83,31.66,37.33,45.65,43.01,46.34,44.99,31.61,31.67,16.53,85.52,24.83,44.42,29.36,62.26,64.28,60.06,30.66,87.18,10.2,531.63
34.83,21.16,47.61,126.26,71.85,11.23,84.89,13.74,53.51,48.68,119.5,83.39,210.55,98.11,70.84,95.8,144.92,14.12,21.65,126.6,12.17,119.8,14.42,16.39,14.2,15.73,96.66,95.23,44.14,168.99,72.79,84.32,9.63,20.55,126.71,20.69,96.35,169.28,21.93,977.03
11.92,16.7,23.61,140.67,34.77,8.35,95.43,15.25,19.8,24.46,58.55,95.06,236.87,47.26,35.39,48.04,72.76,13.3,8.21,141.75,7.25,58.7,13.74,14.21,12.32,10.96,48.13,45.62,15.85,189.56,36.2,95.97,6.16,17.16,140.99,16.65,47.67,190.67,10.66,1012.68
30.02,39.89,63.35,104.6,95.9,20.01,70.1,31.24,50.74,62.61,158.92,67.97,173.85,127.04,94.79,124.02,190,28.96,21.69,103.8,18.94,159.11,29.82,30.03,29.08,30.05,125.35,127.97,41.57,138.84,95.94,68.25,19.65,39.2,104.01,42.18,126.65,140.82,18.59,858.26
7.67,23.19,1.5,11.03,3.28,11.59,6.56,15.99,8.92,3.09,6.01,6.94,16.02,5.03,1.67,4.18,7.68,19.26,3.37,12.01,13.14,6.3,17.92,17.27,17.63,17.11,4.77,6.26,7.44,12.65,2.18,7.51,11.98,21.86,10.2,24.68,4.65,13.2,1.53,102
34.98,36.03,21.11,123.68,33.2,18.08,84.27,25.46,55.85,21,53,84.06,206.38,42.39,32.6,40.66,63.28,27.16,22.72,124.95,18.74,53.14,27.25,25.26,23.86,28.31,41.96,42.95,46.52,165.9,31.18,83.07,16.32,33.37,123.23,33.89,43.21,165.99,22.52,955.36
31.73,73.54,36.41,105.11,55.67,36.41,70.23,55.71,56.45,36.59,91.03,69.73,175.5,73.31,53.83,73.74,109.48,52.86,21.13,105.13,37.41,91.49,54.44,55.3,54.04,57.82,72.67,73.42,46.04,137.96,55.62,68.24,37.43,73.97,105.82,73.14,73.61,140.5,22.74,875.12
9.02,13.38,23.38,62.99,37.26,7.94,43.69,10.06,13.98,24.41,62.46,41.1,103.3,50.48,36.55,49.4,75.11,8.95,5.17,61.54,7.68,61.97,10.98,11.28,8.91,11,48.23,48.81,11.2,83.76,38.14,42.5,6.5,13.25,62.07,14.48,49.65,83.77,6.61,468.81
14.04,70.25,26.52,38.08,39.13,36.36,25,53.57,23.11,26.55,65.07,26.36,63.21,52.76,39.98,52.72,79.41,51.86,8.43,38.27,36.66,65.31,53.95,53.2,54.18,52.47,53.44,52.47,16.74,51.53,38.96,25.16,36.44,70.47,39.94,69.23,52.35,53.45,8.61,385.53
24.48,25.58,41.14,49.46,61.29,11.28,33.41,18.86,38.33,40.51,102.7,32.35,82.6,82.51,61,81.44,124.99,18.96,16.12,50.85,12.21,102.73,17.04,17.93,18.82,18.59,80.96,82.79,30.6,66.6,60.15,33.78,13.74,27.48,48.99,25.04,82.78,66.96,14.66,445.28
17.12,98.26,50.83,116.39,75.31,49.57,80.04,76.31,30.62,51.73,127.13,77.88,196.08,100.01,76.83,102.56,150.65,75.66,11.98,117.2,49.58,127.09,73.79,73.7,76.16,73.73,100.89,102.58,23.48,157.11,76.93,78.59,49.78,99.69,118.1,98.28,102.51,158.24,11,968.19
17.52,60.02,65.64,65.23,99.29,31.32,44.38,44.05,25.39,65.86,164.57,43.18,106.61,132.18,99.53,132,199.87,44.45,11.05,63,29.11,165.58,42.92,45.69,44.81,43.43,131.91,132.49,22.36,85.8,97.97,42.47,29.69,58.36,63.72,60.85,132.68,85.81,11.93,583.97
44.17,19.1,40.39,143.84,63.64,10.05,96.2,13.2,74.48,41.82,103.86,95.52,240.35,82.75,63.45,82.62,124.58,13.88,28.44,145.21,10.24,103.43,13.41,13.99,14.43,16.64,82.07,83.4,58.8,192.78,62.2,95.35,9.37,19.44,144.93,18.82,83,193.17,29.21,1110.48
22.14,64,42.69,136.88,68.15,32.23,93.19,49.95,37.29,44.05,110.02,91.9,229.43,88.27,65.76,89.57,133.53,49.14,14.02,137.72,32.51,111.05,47.03,48.1,47.72,48.73,89.07,86.62,31.69,182.96,67.62,92.21,32.07,66.33,136.28,66.39,89.76,181.63,15.55,1069.79
23.92,74.21,36.79,102.39,49.06,35.86,68.12,56.93,37.55,32.11,84.41,68.93,171.43,68.65,50.67,66.91,100.37,55.9,15.1,103.43,35.77,82.23,56.4,55.83,56.84,55.76,66.63,66.18,31.49,136.1,50.83,68.45,36.63,74.64,102.16,74.83,65.76,135.86,15.28,836.12
35.22,43.82,38.21,20.53,56.54,21.09,15.76,32.87,59.94,38.73,95.73,12.88,36.6,76.32,57.46,77.74,115.52,30.95,22.54,19.65,21.64,95.75,32.72,32.63,32.01,32.66,75.95,76.62,45.71,27.5,57.86,15.2,21.06,44.66,22.16,45.29,77.48,30.37,23.22,299.17
41.76,56.74,9.21,57.98,15.35,27.56,38.91,41.37,72.87,8.85,24.97,38.25,96.03,18.6,14.76,20.15,28.17,43.37,27.32,57.04,27.58,23.35,41.85,42.09,42.66,41.34,17.87,19.07,55.64,76.81,14.42,38.32,27.48,55.99,56.61,55.11,18.91,78.75,27.88,534.03
30.44,50.08,21.13,122.28,32.08,25.61,83.73,38.32,51.98,21.96,52.6,82.7,204.54,41.91,31.38,41.17,61.39,35.88,20.51,124.48,25.19,53.62,38.09,38.44,39.34,38.4,42.2,41.08,42.92,163.94,32.17,81.86,25.57,51.83,123.7,50.35,43.96,163.94,19.61,953.61
20.74,46.51,5.65,39.43,8.91,24.31,25.04,35.12,32.74,5.86,15.84,25.86,64.71,13.64,10.07,13.93,20.4,33.92,9.85,38.62,21.85,16.84,35.79,34.96,35.08,34.05,12.59,12.79,25.51,51.33,9.44,26.31,21.56,45.88,37.58,45.93,14.66,52.4,12.22,349.98
11.52,13.04,51.2,131.65,76.03,5.68,87.54,10.42,18.45,49.7,126.13,85.48,218.96,101.85,76.65,101.71,153.19,9.38,8.29,130.9,6.56,127.54,8.97,8.26,10.78,11,101.8,102.52,15.77,173.95,74.66,87.8,6.06,12.76,129.88,12.5,102.48,174.15,8.72,956.37
-0.21,99.85,68.13,52.25,103.67,48.18,35.21,73.24,0.79,67.98,170.77,35.41,88.42,136.49,104.7,136.14,206.74,73.91,-0.93,53.72,49.07,170.58,75.28,74.05,73.63,73.22,135.9,135.15,1.04,71.45,102.23,36.31,48.47,97.45,52.53,100.16,137.11,71.23,2.86,519.54
37.71,96.71,54.46,84.32,80.75,48.56,55.65,71.75,64.16,54.83,134.26,54.92,139.83,109.73,81.68,107.84,165.43,72.73,25.76,81.91,49.18,134.73,71.75,72.44,71.86,71.13,108.63,108.69,49.15,112.05,81.22,55.6,48.29,95.18,83.61,98.24,109.93,111.52,25.3,784.46
36.07,31.76,39.55,124.68,58.28,15.55,82.04,23.86,61.84,37.74,96.58,81.97,204.44,77.93,58.46,77.91,116.9,25.02,24.21,123.12,15.9,96.1,22.73,22.76,21.46,22.02,75.15,75.99,46.73,163.12,56.28,81.77,15.14,31.73,124.04,29.89,76.73,164.98,24.27,958.76
39.11,79.19,13.55,17.84,23.07,37.45,11.04,58.64,64.5,16.91,34.93,12.57,32.3,27.11,21.91,28.54,44.17,59.94,27.56,18.57,40.16,37.25,58.54,58.97,60.21,58.67,28.65,29.38,51.38,25.76,20.49,14.48,40.46,78.85,18.2,79.58,29.19,24.36,24.83,298.43
7.36,72.63,12.46,57.72,18.92,37.32,38.53,53.2,13.33,13.88,33.09,37.3,95.97,27.39,20.23,27.35,39.87,55.8,4.41,58.65,35.63,33.4,54.78,54.74,53.84,54.35,26.58,27.51,10.23,75.95,18.27,37.87,36.44,73.06,56.92,72.7,27.23,75.85,7.03,481.57
16.35,67.77,65.6,-1.32,99.14,32.42,1.58,49.2,27.67,66.48,164.3,0.15,1.85,131.16,101.06,132.73,198.24,49.49,11.3,-1.62,33.57,164.81,50.21,47.69,47.87,47.92,134.4,132.62,22.74,-0.58,98.14,0.05,32.59,65.73,1.54,64.51,133.86,1.86,9.78,167.53
42.96,90.29,62.01,97.12,91.91,46.45,66.34,68.17,69.55,60.81,155.11,63.32,162.36,120.97,92.81,124.3,185.43,67.89,28.37,95.72,44.81,153.22,68.68,67.61,65.91,67.95,124.34,122.68,56.9,127.55,91.73,63.89,46.46,91.2,95.77,91.87,122.17,131.23,29.07,881.07
3.67,11.54,50.77,37.98,78.87,7.35,28.49,8.81,1.96,54.13,131.03,24.94,64.13,106.28,77.78,103.79,158.51,8.79,0.9,38.76,4.93,129.94,8.72,8.15,10.26,7.97,103.52,105.77,3.07,50.64,77.86,24.62,5.25,12.6,38.27,12.3,105.83,51.98,1.76,322.55
4.01,59.58,68.06,83.85,100.82,30.98,56.39,45.14,6.01,64.3,165.95,56.53,138.1,132.91,99.49,132.09,197.89,47.29,1.63,84.41,31.85,162.64,46.6,46.2,44.03,45.53,131.2,131.1,3.5,110.83,99.97,56.34,31.05,61.99,83.08,62.52,131.35,111.72,1.96,687.7
2.41,3.6,64.72,58.44,98.82,1.39,39.86,2.34,2.76,65.21,164.63,40.26,97.92,131.91,99.85,130.01,196.34,0.83,1.62,59.88,0.55,163.02,3.01,2.58,2.89,2.74,130.03,130.75,1.97,78.51,97.77,39.63,2.51,4.51,59.56,2.12,130.3,78.67,0.73,464.88
6.69,52.08,46.71,14.78,68.66,24.47,9.47,37.76,11.16,47.11,119.31,11.87,27.57,94.07,72.95,93.82,141.27,37.66,2.58,14.23,25.66,119.43,38.86,37.03,38.64,40,94.25,95.49,6.3,22.9,70.16,9.07,25.02,51.14,15.46,51.9,94.41,20.87,4.53,218.39
13.65,83.1,48.16,100.78,70.72,42.18,66.96,61.98,22.46,47.43,120.3,67.34,167.19,96.34,72.07,94.85,143.56,62.63,8.8,100.88,42.73,119.15,64.54,61.42,59.91,61.01,96.34,96.45,16.42,134.06,72.82,67.49,42.72,84.32,100.05,83.75,93.99,131.91,10.15,826.26
28.84,17.09,40.32,28.25,59.47,8.01,19.36,13.09,47.75,39.5,99.27,18.72,43.21,79,58.96,79,120.27,12.75,18.18,26.55,9.31,98.72,12,13.43,12.12,13.78,78.27,79.43,36.83,36.66,62.57,18.87,9.21,17.05,26.93,16.53,77.9,36.68,19.62,292.7
30.56,26.11,42.14,147.84,63.18,14.46,98.59,19.68,52.67,42.09,104.3,99.28,247.78,82.67,60.96,82.99,125.12,18.97,21.65,149.65,13.72,103.58,18.08,18.65,18.94,16.61,82.7,84.6,40.92,198.41,59.85,98.14,13.74,25.61,147.23,25.55,81.97,199.68,20.53,1120.26
32.16,53.04,66.52,74.85,99.3,27.28,49.44,38.27,55.26,65.93,164.54,48.13,124.23,131.52,99.51,131.34,198.16,40.49,23.05,73.16,26.73,166.63,39.64,39.6,39.53,39.73,132.17,132.01,43.75,98.72,99.75,48.53,25.86,51.53,73.53,52.27,133.83,100.41,21.76,681.32
1.31,91.63,18.62,8.76,26.98,44.22,5.59,68.52,2.75,19.85,47.54,6.03,15.83,37.16,28.38,35.29,55.15,68.19,1.19,7.84,44.73,46.79,68.5,68.03,67.22,67.18,36.1,34.44,1.41,10.57,27.73,7.08,47.79,90.24,10.55,90.87,36.09,10.96,2.17,173.15
19.56,69.79,66.38,95.76,101.24,34.19,63.05,52.49,29.52,68.96,169.63,65.09,159.13,135,102.13,135.66,202.62,50.68,11.38,95.31,37.14,167.63,53.8,53.86,53.24,51.08,134.47,134.48,24.46,126.75,100.22,66.53,36.04,67.97,95.21,68.6,136.04,127.52,12.12,812.44
38.92,45.36,54.09,108.06,79.61,22.18,72.24,32.94,63.84,52.48,134.74,72.35,184.44,105.41,78.9,109.44,160.8,33.57,23.48,109.5,22.53,134.49,33.57,32.7,33.5,33.31,106.13,105.7,50.44,144.76,79.47,72.31,23.77,45.39,108.5,46.84,106.72,146.17,24.71,905.09
21.14,3.14,59.58,31.16,88.75,-0.79,20,4.07,37.86,58.68,147.35,23.11,50.62,118.15,87.18,118.88,177.27,3.86,15.23,31.26,0.95,147.48,1.71,3.34,4.45,1.24,118.33,118.23,29.61,43.43,89.25,21.84,1.3,2.98,30.93,2.12,118.64,40.34,15.3,313.36
41.34,6.4,18.59,49.3,25.86,3.03,33,5.66,68.19,17.41,41.99,31.27,80.59,33.66,24.32,34.18,48.81,5.36,27.84,48.31,2.4,42.35,3.98,4.7,3.92,4.82,34.43,33.94,54.2,66.54,24.31,32.97,1.75,5.9,49.02,7.47,35.07,67.77,26,432.24
28.76,77.29,10.1,125.61,12.74,39.38,81.14,57.2,47.18,9.12,25.52,81.23,207.2,20.22,17.3,21.74,30.65,58.18,20.31,125.17,37.18,25.04,57.28,57.05,56.08,58.79,19.8,19.74,39.75,165.3,15.6,84.21,37.27,76.88,124.24,76.73,18.86,168.67,19.33,976.8
41.42,9.81,31.63,78.02,45.9,4.8,51.12,5.56,71.6,32.45,73.8,53.2,131.2,59.63,46.09,61.14,90.79,6.97,27.47,78.85,4.1,75.52,8.21,6.76,7.29,9.32,60.85,59.44,57.59,101.88,46.33,51.96,6.46,10.14,75.96,8.99,59.97,106.53,28.42,644.1
28.45,5.07,2.41,78.83,7.12,0.96,53.45,1.56,46.78,4.31,10.98,51.89,133.12,7.13,6.29,9.28,13.36,3.06,18.8,78.14,1.82,10.18,2.82,4.41,1.36,2.41,8.14,8.94,39.01,105.25,5.99,55.22,2.33,4.07,78.83,3.27,9.31,105.14,21.33,591.8
8.45,2.04,63.75,77.48,94.73,2.38,51.4,2.65,14.75,62.33,158.12,52.08,129.53,126.75,94.95,123.07,188.98,2.07,6.75,75.85,2.96,156.59,0.89,1.79,3.88,1.12,127.02,124.66,10.2,103.09,94.56,50.6,2.68,4.84,76.98,3.99,126.64,101.85,4.97,600.14
8.79,54.1,49.25,42.07,74.35,29.22,28.41,42.9,14.03,47.54,123.46,29.15,73.27,97.81,72.7,97.57,147.96,41.91,5.27,43.92,28.79,122.21,42.78,43.47,41.25,42.3,98.92,98.03,11.5,56.89,73.05,29.75,28,56.61,42.23,56.49,96.59,55.99,4.98,410.08
13.17,41.9,19.02,76.78,27.74,19.76,52.35,29.71,23.13,19.52,45.71,52.39,129.73,36.98,27,37.29,56.96,29.62,8.21,77.9,20.84,45.58,29.44,29.59,30.73,29.78,36.66,36.01,16.41,104.67,27.65,53.2,20.32,40.28,78.81,40.59,35.6,103.19,10.51,602.76
38.11,34.53,51.79,24.99,78.87,14.55,15.54,25.69,60.15,52.46,130.17,16.71,40.59,105.17,78.94,105.09,158.28,24.54,24.47,25.41,17.06,129.84,24.83,24.77,26.26,25.29,104.93,104.14,48.16,34.66,78.22,16.43,18.18,33.35,24.66,33.4,103.13,33.86,24.68,324.69
5.83,52.18,17.9,102.59,26.51,26.05,66.72,39.2,6.6,15.73,41.34,69.29,170.13,34.82,24.43,35.83,50.04,39.36,3.97,101.75,26.9,42.27,38.02,37.62,37.82,38.57,34.14,33.24,5.44,136.3,25.01,66.72,24.27,50.5,101.04,49.6,34.63,136.79,2.5,756.03
36.24,23.41,32.02,51.28,50.87,10.47,32.42,17.62,56.75,33.51,83.9,35.12,86.41,65.33,51.83,66.26,98.74,17.91,21.38,53.05,9.95,83.43,16.23,17.29,18.37,15.48,65.87,67.54,47.58,68.78,50.6,35.26,11.45,23.3,50.62,23.33,66.58,69.4,24.03,471.63
33.82,49.68,40.7,18.02,63.29,23.8,12.98,36.93,54.76,40.03,103.46,11.3,26.63,83.12,62.61,83.79,125.42,37.77,23.81,18.45,24.34,104.58,37.69,36.73,36.34,37.15,83.98,84.68,45.62,22.99,61.18,11.91,24.59,50.57,16.97,48.94,82.17,22.78,24.01,277.26
10.52,67.9,54.35,44.78,82.63,34.73,30.51,50.83,20.29,53.94,136.89,29.13,73.41,109.38,81.4,109.56,162.57,50.75,8.4,44.64,33.99,135.59,49.83,51.13,52.59,49.82,109.17,109.31,13.28,60.79,80.98,31.08,33.59,69.44,45.16,67.98,107.9,60.06,9.04,442.57
42.84,73.52,40.72,149.01,60.57,37.29,98.42,54.76,67.19,40.93,103.67,97.85,247.36,82.45,61.02,81.76,121.85,56.24,27.65,148.85,36.22,102.49,55.94,56.46,53.79,56.84,82.18,81.85,55.53,198.51,61.32,98.53,37.06,73.82,148.33,75.36,81.06,197.03,26.32,1185.96
41.2,31.7,37.93,124.44,54.36,16.15,83.64,23.4,67.07,34.68,91.3,84.49,206.33,73.18,54.7,73.22,109.64,21.86,26.05,123.5,15.18,90.87,23.93,24.6,24.6,24.12,72.82,71.42,52.54,165.11,55.09,82.65,16.86,32.76,124.38,31.24,72.99,163.98,26.93,976.74
20.77,48.06,25.1,10.05,38.77,25.62,6.53,36.26,34.75,24.86,64.62,6.93,20.75,53.11,40.55,50.14,78.92,37.96,13.04,10.73,26.35,63.79,35.87,37.94,38.72,35.84,50.81,53.28,28.02,16.65,39.06,8.68,24.68,49.93,11.69,49.56,52.58,16.49,14.08,193.87
23.43,49.09,65.45,135.89,96.21,25.48,91.16,35.83,40.15,64.2,160.31,92.12,229.54,127.13,96.54,128.52,192.63,36.92,16.45,137.3,23.52,161.18,38.61,34.99,34.94,36,127.57,128.35,34.07,183.22,95.42,91.59,26.46,49.96,137.53,49.61,128.73,181.64,16.39,1078.37
5.43,61.15,-0.15,24.06,0.4,31.11,16.17,47.07,6.09,3.71,3.05,17.58,38.8,2.08,2.48,2.79,4.57,46.32,2.12,22.85,30.04,2.99,48.75,47.85,47.46,46.63,2.12,3.97,4.81,31.86,1.1,15.74,31.8,62.71,24.3,61.55,3.24,32.28,2.05,231.08
22.47,35.19,68.63,35.36,102.85,16.26,23.3,26.45,34.95,69.57,172.58,23.68,59.57,138.47,101.41,139.93,207.96,25.68,14.13,35.18,19.3,172.55,27.34,26.02,27.45,27.62,138.35,136.43,26.52,48.11,104.2,22.32,17.51,35.77,35.75,36.59,136.98,45.96,13.72,381.14
6.24,71.56,-0.46,88,0.42,36.96,55.16,54.02,10.07,-1.29,-0.1,59.91,147.38,0.4,-0.97,0.08,0.69,54.75,3.61,90.34,36.71,0.78,55.21,53.67,54.7,54.85,0.64,-0.09,7.86,117.14,2.14,59.99,37.13,74.28,87.57,70.74,1.51,117.38,4.53,675.87
28.9,50.67,36.92,14.69,55.69,26.1,8.27,38.89,46.58,36.67,94.86,8.73,22.9,73.59,56.6,75.92,110.8,39.28,20.01,11.22,25.64,93.71,40.27,40.18,37.89,40.27,75.57,76.76,38.22,17.41,55.35,8.67,25.94,52.17,14.4,52.99,75.34,18.25,18.23,234.87
30.24,1.81,8.36,137.86,10.23,1.5,92.83,0.63,49.42,6.67,14.02,92.95,233.97,10.56,8.68,11.33,20.5,0.77,19.53,139.27,-0.16,15.02,1.1,1.55,0.91,0.4,12.46,12.43,40.72,186.03,10.96,93.12,0.5,3,138.58,2.51,12.34,189.07,19.88,998.93
10.27,70.84,43.43,27.83,63.9,35.96,19.64,51.01,18.67,42.87,107.91,19.09,46.14,85.26,64.68,86.73,127.73,53.06,5.23,27.38,35.64,106.56,52.59,51.83,52.95,53.8,85.57,86.33,14.71,37.34,63.4,19.6,35.05,70.91,28.68,69.8,87.39,37.18,7.98,322.37
39.49,85.5,34.53,23.75,52.48,42.71,15.6,65.47,68.48,32.95,86.62,19.76,42.97,69.59,53.42,69.8,102,64.79,27.11,26.4,42.45,87.07,63.79,63.86,64.84,64.85,69.9,68.81,52.37,33.28,51.41,18.96,43.25,85.84,24.78,84.43,68.56,33.04,28.21,370.51
38.16,41.46,40.23,113.19,60.37,21.25,77.31,30.49,62.06,39.06,99.89,78.07,193.21,79.91,59.56,80.13,118.56,31.05,25.41,115.34,21.26,100.6,31.85,29.57,30.31,31.79,80.07,81.04,49.59,153.39,60.89,76.16,21.2,42.34,115.86,41.68,79.29,152.42,25.14,926.22
34.17,8.95,47.84,122.18,73.46,4.55,83.05,6.24,64.03,47.94,121.52,82.05,204.34,94.53,71.08,94.97,144.19,8.03,23.64,123.76,4.4,122.52,6.51,5.1,5.66,7.6,95.39,97.41,49.33,164.68,70.95,82.4,4.99,8.1,122.93,7.14,96.99,165.53,26.09,953.02
8.66,33.93,48.07,33.83,72.25,16.16,22.71,26.09,15.54,49.18,122.43,24.05,58.89,98.31,73.61,98.76,147.19,26.45,6.52,35.68,18.86,123.54,27.16,24.81,25.94,25.97,96.66,95.8,10.96,45.25,72.55,24.18,16.86,33.82,35.4,32.42,96.3,46.37,5.24,333.55
28.74,27.59,24.01,107.02,40.36,14.23,72.55,19.75,48.56,28.66,67.32,72.23,177.48,51.84,39.45,54.08,78.05,19.39,18.69,105.62,12.94,64.65,21.83,21.88,19.86,17.57,51.97,52.95,40.16,141.23,39.7,72.11,11.51,26.78,108.02,24.78,53.47,141.69,19.45,819.24
1.6,97.11,49.14,105.95,73.32,50.59,68.98,72.36,0.63,47.95,122.28,70.31,173.83,99.83,73.81,97.27,143.46,73.64,-0.9,104.35,50.38,121.46,76.24,75.26,72.97,73.85,97.18,96.29,0.99,138.56,70.39,67.61,48.59,99.35,104.35,98.77,96.83,140.04,0.15,845.77
21.59,3.19,66.46,90.07,98.28,1.14,59.9,1.97,38.13,66.82,164,58.82,150.25,131.77,99.52,132.37,197.02,0.94,14.88,88.62,0.75,163.27,0.93,2.93,0.47,2.14,130.25,130.14,31.01,118.27,100,59.35,2.05,2.55,88.42,3.15,132.21,120.69,15.81,711.34
23.95,48.26,22.36,110.02,34.68,22.9,71.72,35.61,37.51,22.28,56.08,72.58,181.09,44.84,34.58,44.9,66.33,36.57,13.63,109.31,22.94,54.22,35.97,37.29,36.39,35.93,46.24,46.51,28.9,146.68,32.53,73.99,24.07,49,110.1,49.55,45.83,146.97,14.74,848.67
2.61,35.42,16.83,103.01,24.7,16.83,66.57,28.89,2.89,16.07,41.75,68,171.91,33.88,24.07,34.06,49.39,27.98,1.36,103.09,18.59,40.45,26.96,27.2,28.47,27.94,33.54,31.71,2.81,136.09,25.04,67.81,18.42,35.61,103.14,36.99,33.51,136.72,1.81,738.8
